student_id,school_id,grade,gender,socioeconomic_band,device_access,internet_quality,enrollment_date,baseline_engagement_score,dropout_probability,dropped_out,dropout_day,dropout_date,school_name,region,school_type,urbanicity,teacher_student_ratio,digital_readiness_score,implementation_quality,active_days,total_sessions,total_minutes,avg_minutes_per_session,total_content_completed,avg_accuracy,last_active_day,recent_sessions,early_sessions,engagement_momentum,assessments_taken,avg_assessment_score,pass_rate,engagement_rate,minutes_per_active_day,completion_intensity,inactive_days_since_last_activity,risk_score,engagement_segment
STU00011,SCH062,7,Male,Low,Laptop/Desktop,Poor,2025-08-07,0.516,0.39,False,,,School 062,East,Low-cost Private,Rural,0.0416,29.8,83.7,64.0,171.0,7641.8,44.68888888888889,546.0,0.5010818713450292,89.0,87.0,34.0,53.0,6,62.18333333333334,0.5,0.7111111111111111,119.403125,6.066666666666666,1.0,0.2806666666666667,Steady Participants
STU00012,SCH079,6,Non-binary,High,Shared phone,Moderate,2025-08-10,0.762,0.204,False,,,School 079,East,Low-cost Private,Rural,0.026,95.5,56.1,70.0,163.0,6656.1,40.834969325153374,504.0,0.4797484662576687,90.0,58.0,54.0,4.0,6,89.81666666666666,1.0,0.7777777777777778,95.08714285714288,5.6,0.0,0.0755555555555555,High Performers
STU00013,SCH071,9,Female,Low,Laptop/Desktop,Moderate,2025-08-17,0.639,0.266,False,,,School 071,North,Public,Urban,0.0252,58.4,34.9,49.0,101.0,4130.6,40.8970297029703,283.0,0.477950495049505,90.0,27.0,38.0,-11.0,6,59.23333333333333,0.3333333333333333,0.5444444444444444,84.29795918367347,3.1444444444444444,0.0,0.4415555555555556,Needs Re-engagement
STU00014,SCH075,9,Male,Low,Tablet,Moderate,2025-08-21,0.854,0.129,False,,,School 075,North,Public,Suburban,0.0382,60.1,70.8,52.0,113.0,4333.7,38.35132743362832,338.0,0.4759557522123894,88.0,33.0,47.0,-14.0,6,97.7,1.0,0.5777777777777777,83.34038461538461,3.755555555555555,2.0,0.3284444444444444,Needs Re-engagement
STU00015,SCH023,10,Male,Middle,Own phone,Good,2025-08-12,0.671,0.193,True,54.0,2025-09-24,School 023,Central,Public,Suburban,0.0395,59.1,60.8,36.0,98.0,3798.5,38.76020408163265,295.0,0.392530612244898,55.0,0.0,54.0,-54.0,4,84.05,1.0,0.4,105.51388888888889,3.2777777777777777,35.0,0.4695555555555555,Needs Re-engagement
STU00016,SCH029,8,Male,Low,Laptop/Desktop,Poor,2025-08-05,0.661,0.324,False,,,School 029,North,Public,Suburban,0.0317,85.8,53.2,42.0,86.0,2951.8,34.32325581395349,214.0,0.4031162790697674,89.0,28.0,32.0,-4.0,6,73.06666666666666,0.8333333333333334,0.4666666666666667,70.28095238095239,2.3777777777777778,1.0,0.4904444444444444,Needs Re-engagement
STU00017,SCH018,6,Male,Low,Tablet,Poor,2025-08-19,0.381,0.544,False,,,School 018,North,Charter,Urban,0.0239,52.2,50.8,43.0,98.0,3173.8,32.385714285714286,244.0,0.4388367346938776,89.0,36.0,21.0,15.0,6,48.71666666666667,0.1666666666666666,0.4777777777777778,73.8093023255814,2.7111111111111112,1.0,0.4133333333333333,Assessment Strugglers
STU00018,SCH061,10,Male,Middle,Own phone,Good,2025-08-11,0.918,0.11,False,,,School 061,West,Public,Urban,0.0202,79.6,38.7,70.0,210.0,9737.0,46.36666666666667,777.0,0.523947619047619,90.0,78.0,72.0,6.0,6,97.8,1.0,0.7777777777777778,139.1,8.633333333333333,0.0,0.0755555555555555,High Performers
STU00019,SCH074,12,Male,Middle,Shared phone,Good,2025-08-01,0.595,0.35,False,,,School 074,South,Low-cost Private,Suburban,0.0339,44.0,58.0,23.0,41.0,1191.2,29.053658536585367,104.0,0.3586341463414634,76.0,7.0,20.0,-13.0,6,57.11666666666667,0.3333333333333333,0.2555555555555555,51.79130434782609,1.1555555555555554,14.0,0.5740000000000001,Needs Re-engagement
STU00020,SCH056,8,Female,High,Shared phone,Good,2025-08-06,0.596,0.3,False,,,School 056,West,Private,Suburban,0.0341,47.4,58.5,59.0,148.0,6107.5,41.266891891891895,440.0,0.4340135135135134,90.0,64.0,39.0,25.0,6,57.61666666666667,0.5,0.6555555555555556,103.51694915254237,4.888888888888889,0.0,0.1971111111111111,Assessment Strugglers
STU00021,SCH089,7,Male,Middle,Laptop/Desktop,Good,2025-08-12,0.98,0.064,False,,,School 089,North,Charter,Suburban,0.0298,59.4,68.6,66.0,173.0,6943.8,40.13757225433526,602.0,0.4933236994219653,90.0,51.0,72.0,-21.0,6,79.28333333333335,1.0,0.7333333333333333,105.20909090909092,6.688888888888889,0.0,0.2706666666666666,Needs Re-engagement
STU00022,SCH068,7,Female,Low,Shared phone,Good,2025-08-17,0.312,0.622,True,34.0,2025-09-04,School 068,South,Charter,Urban,0.0329,63.4,48.8,8.0,16.0,490.9,30.68125,28.0,0.216875,35.0,0.0,13.0,-13.0,3,24.6,0.0,0.0888888888888888,61.3625,0.3111111111111111,55.0,0.7842222222222223,Needs Re-engagement
STU00023,SCH015,8,Female,Middle,Shared phone,Good,2025-08-18,0.762,0.199,False,,,School 015,East,Public,Suburban,0.0373,77.7,60.8,57.0,144.0,6339.8,44.02638888888889,444.0,0.4352152777777778,90.0,57.0,45.0,12.0,6,94.91666666666669,1.0,0.6333333333333333,111.22456140350876,4.933333333333334,0.0,0.1246666666666666,Steady Participants
STU00024,SCH069,7,Female,High,Shared phone,Moderate,2025-08-04,0.866,0.143,True,73.0,2025-10-13,School 069,North,Public,Urban,0.0329,86.3,71.7,65.0,188.0,8427.5,44.827127659574465,663.0,0.4715904255319149,74.0,33.0,87.0,-54.0,5,89.6,1.0,0.7222222222222222,129.65384615384616,7.366666666666666,16.0,0.3135555555555556,Needs Re-engagement
STU00025,SCH075,8,Male,Middle,Own phone,Moderate,2025-08-16,0.968,0.065,False,,,School 075,North,Public,Suburban,0.0382,60.1,70.8,81.0,231.0,10062.6,43.56103896103896,887.0,0.4876060606060606,90.0,77.0,75.0,2.0,6,99.06666666666666,1.0,0.9,124.22962962962964,9.855555555555556,0.0,0.0339999999999999,High Performers
STU00026,SCH083,10,Non-binary,Middle,Own phone,Poor,2025-08-21,0.46,0.421,False,,,School 083,Central,Private,Urban,0.0313,84.7,64.6,65.0,126.0,4136.7,32.83095238095238,294.0,0.4224444444444444,89.0,45.0,42.0,3.0,6,52.95,0.3333333333333333,0.7222222222222222,63.64153846153846,3.2666666666666666,1.0,0.3035555555555556,Assessment Strugglers
STU00027,SCH069,8,Male,Middle,Laptop/Desktop,Moderate,2025-08-17,0.949,0.069,False,,,School 069,North,Public,Urban,0.0329,86.3,71.7,75.0,233.0,9645.0,41.39484978540773,823.0,0.4974721030042918,90.0,76.0,81.0,-5.0,6,93.7,1.0,0.8333333333333334,128.6,9.144444444444444,0.0,0.2366666666666666,Needs Re-engagement
STU00028,SCH002,8,Male,Middle,Own phone,Moderate,2025-08-16,0.98,0.059,False,,,School 002,East,Private,Rural,0.0305,84.5,83.6,61.0,152.0,6967.9,45.84144736842105,519.0,0.4568421052631579,89.0,40.0,56.0,-16.0,6,95.05,1.0,0.6777777777777778,114.227868852459,5.766666666666667,1.0,0.292,Needs Re-engagement
STU00029,SCH047,6,Female,Middle,Laptop/Desktop,Poor,2025-08-17,0.98,0.092,False,,,School 047,South,Public,Suburban,0.0315,92.2,79.7,74.0,204.0,9332.4,45.74705882352941,698.0,0.5228872549019608,87.0,67.0,68.0,-1.0,6,96.96666666666664,1.0,0.8222222222222222,126.11351351351352,7.7555555555555555,3.0,0.3477777777777778,Needs Re-engagement
STU00030,SCH071,12,Male,Low,Own phone,Poor,2025-08-12,0.495,0.531,False,,,School 071,North,Public,Urban,0.0252,58.4,34.9,21.0,38.0,1417.2,37.294736842105266,88.0,0.2933157894736842,82.0,1.0,24.0,-23.0,6,75.88333333333334,1.0,0.2333333333333333,67.4857142857143,0.9777777777777776,8.0,0.5602222222222222,Needs Re-engagement
STU00031,SCH054,8,Male,Middle,Own phone,Good,2025-08-13,0.98,0.062,False,,,School 054,West,Private,Urban,0.0334,58.0,73.4,81.0,258.0,11730.3,45.46627906976744,960.0,0.5218255813953488,90.0,86.0,79.0,7.0,6,98.23333333333332,1.0,0.9,144.81851851851852,10.666666666666666,0.0,0.0339999999999999,High Performers
STU00032,SCH074,8,Female,Low,Shared phone,Poor,2025-08-12,0.203,0.72,False,,,School 074,South,Low-cost Private,Suburban,0.0339,44.0,58.0,26.0,46.0,1528.7,33.232608695652175,76.0,0.2725652173913043,90.0,26.0,6.0,20.0,6,18.4,0.0,0.2888888888888888,58.79615384615385,0.8444444444444444,0.0,0.5017777777777778,Needs Re-engagement
STU00033,SCH040,6,Male,Middle,Shared phone,Good,2025-08-21,0.838,0.161,False,,,School 040,West,Public,Urban,0.0308,75.4,63.4,83.0,244.0,10683.3,43.78401639344262,931.0,0.5176967213114754,90.0,84.0,76.0,8.0,6,76.38333333333334,0.8333333333333334,0.9222222222222224,128.7144578313253,10.344444444444443,0.0,0.053111111111111,High Performers
STU00034,SCH007,10,Male,Middle,Laptop/Desktop,Good,2025-08-08,0.98,0.077,False,,,School 007,West,Public,Urban,0.0296,65.5,71.7,74.0,214.0,9646.1,45.075233644859814,803.0,0.4935327102803738,90.0,65.0,72.0,-7.0,6,99.23333333333332,1.0,0.8222222222222222,130.35270270270271,8.922222222222222,0.0,0.2404444444444444,Needs Re-engagement
STU00035,SCH029,11,Female,Low,Tablet,Good,2025-08-17,0.621,0.3,False,,,School 029,North,Public,Suburban,0.0317,85.8,53.2,46.0,119.0,5395.0,45.33613445378151,331.0,0.4154369747899159,90.0,47.0,43.0,4.0,6,63.1,0.5,0.5111111111111111,117.28260869565216,3.6777777777777776,0.0,0.2462222222222222,Steady Participants
STU00036,SCH026,6,Male,Low,Own phone,Poor,2025-08-01,0.55,0.377,True,77.0,2025-10-17,School 026,North,Private,Rural,0.0343,74.9,74.2,33.0,66.0,2067.1,31.319696969696967,187.0,0.3729545454545454,74.0,10.0,37.0,-27.0,5,53.1,0.2,0.3666666666666666,62.63939393939393,2.077777777777778,16.0,0.6624444444444445,Needs Re-engagement
STU00037,SCH042,7,Female,High,Laptop/Desktop,Good,2025-08-09,0.98,0.056,False,,,School 042,Central,Private,Rural,0.0276,68.2,91.9,83.0,227.0,10234.0,45.08370044052864,874.0,0.5173348017621145,90.0,84.0,70.0,14.0,6,97.36666666666667,1.0,0.9222222222222224,123.3012048192771,9.71111111111111,0.0,0.0264444444444444,High Performers
STU00038,SCH021,7,Female,Low,Laptop/Desktop,Moderate,2025-08-20,0.766,0.158,False,,,School 021,West,Private,Urban,0.0353,46.9,77.8,57.0,126.0,5005.2,39.72380952380952,362.0,0.46,89.0,38.0,37.0,1.0,6,79.0,1.0,0.6333333333333333,87.81052631578947,4.022222222222222,1.0,0.1271111111111111,Steady Participants
STU00039,SCH028,9,Female,Low,Shared phone,Moderate,2025-08-06,0.335,0.577,True,37.0,2025-09-07,School 028,North,Public,Suburban,0.0292,70.8,68.8,8.0,12.0,339.40000000000003,28.283333333333335,20.0,0.1954166666666666,24.0,0.0,12.0,-12.0,3,38.166666666666664,0.0,0.0888888888888888,42.425,0.2222222222222222,66.0,0.8111111111111112,Needs Re-engagement
STU00040,SCH019,12,Female,Low,Own phone,Moderate,2025-08-17,0.667,0.256,False,,,School 019,Central,Public,Rural,0.0289,67.3,66.2,38.0,68.0,2655.6,39.05294117647059,164.0,0.3734264705882353,89.0,9.0,27.0,-18.0,6,86.71666666666665,1.0,0.4222222222222222,69.88421052631578,1.8222222222222224,1.0,0.3788888888888889,Needs Re-engagement
STU00041,SCH019,8,Female,Middle,Laptop/Desktop,Poor,2025-08-11,0.693,0.216,False,,,School 019,Central,Public,Rural,0.0289,67.3,66.2,74.0,195.0,9742.4,49.96102564102564,706.0,0.5000871794871795,90.0,72.0,52.0,20.0,6,77.71666666666667,1.0,0.8222222222222222,131.65405405405406,7.844444444444444,0.0,0.1604444444444444,High Performers
STU00042,SCH059,8,Male,Low,Laptop/Desktop,Good,2025-08-03,0.789,0.152,False,,,School 059,North,Charter,Urban,0.0271,84.0,73.7,55.0,128.0,4877.5,38.10546875,383.0,0.4824140625,90.0,28.0,60.0,-32.0,6,99.18333333333334,1.0,0.6111111111111112,88.68181818181819,4.2555555555555555,0.0,0.3122222222222222,Needs Re-engagement
STU00043,SCH031,10,Female,High,Shared phone,Good,2025-08-03,0.955,0.14,True,54.0,2025-09-24,School 031,West,Public,Urban,0.0382,91.0,65.1,48.0,143.0,5806.4,40.60419580419581,541.0,0.5131818181818182,55.0,0.0,78.0,-78.0,4,96.525,1.0,0.5333333333333333,120.96666666666664,6.011111111111111,35.0,0.4242222222222222,Needs Re-engagement
STU00044,SCH070,10,Male,Middle,Shared phone,Moderate,2025-08-03,0.61,0.319,True,43.0,2025-09-13,School 070,East,Low-cost Private,Urban,0.0331,95.6,73.5,21.0,46.0,1996.4,43.4,107.0,0.4981086956521739,43.0,0.0,33.0,-33.0,3,66.16666666666667,0.6666666666666666,0.2333333333333333,95.06666666666668,1.1888888888888889,47.0,0.6088888888888889,Needs Re-engagement
STU00045,SCH004,7,Male,Low,Own phone,Good,2025-08-10,0.663,0.255,True,42.0,2025-09-12,School 004,West,Low-cost Private,Urban,0.0323,52.9,30.8,20.0,47.0,1954.4,41.58297872340426,102.0,0.4718510638297872,43.0,0.0,33.0,-33.0,3,67.33333333333333,0.6666666666666666,0.2222222222222222,97.72,1.1333333333333333,47.0,0.6126666666666668,Needs Re-engagement
STU00046,SCH089,7,Female,Middle,Shared phone,Moderate,2025-08-07,0.538,0.328,False,,,School 089,North,Charter,Suburban,0.0298,59.4,68.6,41.0,89.0,3530.7,39.67078651685393,224.0,0.3373483146067416,90.0,31.0,31.0,0.0,6,64.10000000000001,0.6666666666666666,0.4555555555555555,86.11463414634146,2.488888888888889,0.0,0.2384444444444445,Needs Re-engagement
STU00047,SCH076,8,Female,Low,Shared phone,Good,2025-08-19,0.721,0.318,False,,,School 076,South,Public,Urban,0.0238,85.0,40.7,69.0,187.0,7932.8,42.42139037433155,645.0,0.4671069518716578,90.0,65.0,66.0,-1.0,6,70.55,0.8333333333333334,0.7666666666666667,114.968115942029,7.166666666666667,0.0,0.286,Needs Re-engagement
STU00048,SCH010,10,Male,Low,Tablet,Good,2025-08-17,0.922,0.125,False,,,School 010,East,Low-cost Private,Suburban,0.0286,77.6,77.5,84.0,267.0,11731.9,43.93970037453183,1020.0,0.5251310861423222,90.0,100.0,87.0,13.0,6,95.31666666666666,1.0,0.9333333333333332,139.6654761904762,11.333333333333334,0.0,0.0226666666666666,High Performers
STU00049,SCH004,10,Male,Middle,Own phone,Poor,2025-08-04,0.438,0.487,True,63.0,2025-10-03,School 004,West,Low-cost Private,Urban,0.0323,52.9,30.8,13.0,21.0,720.7,34.31904761904762,38.0,0.3731428571428571,50.0,0.0,19.0,-19.0,4,46.1,0.0,0.1444444444444444,55.43846153846154,0.4222222222222222,40.0,0.8286666666666667,Needs Re-engagement
STU00050,SCH029,10,Male,Low,Shared phone,Good,2025-08-11,0.383,0.614,False,,,School 029,North,Public,Suburban,0.0317,85.8,53.2,9.0,13.0,388.9,29.915384615384617,24.0,0.3116153846153846,49.0,0.0,9.0,-9.0,6,59.96666666666667,0.5,0.1,43.21111111111111,0.2666666666666666,41.0,0.6662222222222222,Needs Re-engagement
STU00051,SCH079,11,Female,High,Own phone,Good,2025-08-17,0.98,0.084,False,,,School 079,East,Low-cost Private,Rural,0.026,95.5,56.1,56.0,152.0,6504.2,42.79078947368421,472.0,0.4674671052631579,88.0,24.0,70.0,-46.0,6,98.6,1.0,0.6222222222222222,116.14642857142856,5.2444444444444445,2.0,0.3133333333333333,Needs Re-engagement
STU00052,SCH004,7,Male,Middle,Shared phone,Moderate,2025-08-14,0.768,0.225,True,32.0,2025-09-02,School 004,West,Low-cost Private,Urban,0.0323,52.9,30.8,22.0,57.0,1917.8,33.64561403508772,163.0,0.4824561403508772,33.0,0.0,54.0,-54.0,3,89.96666666666665,1.0,0.2444444444444444,87.17272727272727,1.8111111111111111,57.0,0.5762222222222222,Needs Re-engagement
STU00053,SCH039,8,Male,Low,Own phone,Good,2025-08-01,0.907,0.129,False,,,School 039,South,Charter,Urban,0.0202,70.8,40.2,71.0,186.0,8251.9,44.365053763440855,608.0,0.4705322580645161,90.0,47.0,71.0,-24.0,6,92.03333333333336,1.0,0.7888888888888889,116.22394366197184,6.7555555555555555,0.0,0.2517777777777777,Needs Re-engagement
STU00054,SCH035,6,Male,High,Laptop/Desktop,Moderate,2025-08-01,0.98,0.066,False,,,School 035,East,Private,Rural,0.0394,62.0,63.1,78.0,232.0,10720.1,46.2073275862069,910.0,0.5227456896551724,90.0,76.0,79.0,-3.0,6,100.0,1.0,0.8666666666666667,137.4371794871795,10.11111111111111,0.0,0.2253333333333333,Needs Re-engagement
STU00055,SCH092,11,Female,Middle,Laptop/Desktop,Poor,2025-08-13,0.712,0.245,False,,,School 092,West,Public,Urban,0.028,87.1,65.0,46.0,102.0,3537.5,34.681372549019606,292.0,0.4272450980392157,90.0,25.0,28.0,-3.0,6,83.0,1.0,0.5111111111111111,76.90217391304348,3.2444444444444445,0.0,0.4462222222222222,Needs Re-engagement
STU00056,SCH051,9,Male,Low,Shared phone,Poor,2025-08-20,0.363,0.637,True,42.0,2025-09-12,School 051,North,Low-cost Private,Suburban,0.0393,48.1,88.9,9.0,13.0,313.4,24.107692307692307,29.0,0.2903076923076923,35.0,0.0,11.0,-11.0,3,52.76666666666667,0.3333333333333333,0.1,34.82222222222222,0.3222222222222222,55.0,0.8271111111111112,Needs Re-engagement
STU00057,SCH040,8,Female,Middle,Laptop/Desktop,Moderate,2025-08-02,0.869,0.091,False,,,School 040,West,Public,Urban,0.0308,75.4,63.4,55.0,125.0,5173.4,41.3872,389.0,0.4774,89.0,20.0,58.0,-38.0,6,96.25,1.0,0.6111111111111112,94.06181818181815,4.322222222222222,1.0,0.3146666666666666,Needs Re-engagement
STU00058,SCH002,6,Male,High,Laptop/Desktop,Poor,2025-08-04,0.859,0.127,True,22.0,2025-08-23,School 002,East,Private,Rural,0.0305,84.5,83.6,17.0,52.0,2302.8,44.284615384615385,189.0,0.4913653846153846,23.0,0.0,52.0,-52.0,2,100.0,1.0,0.1888888888888888,135.45882352941177,2.1,67.0,0.7195555555555556,Needs Re-engagement
STU00059,SCH096,10,Male,Middle,Own phone,Poor,2025-08-04,0.704,0.286,False,,,School 096,West,Public,Rural,0.0225,71.1,33.5,49.0,110.0,4263.1,38.75545454545455,294.0,0.4245909090909091,89.0,29.0,48.0,-19.0,6,92.58333333333331,1.0,0.5444444444444444,87.00204081632654,3.2666666666666666,1.0,0.4373333333333333,Needs Re-engagement
STU00060,SCH016,10,Male,Middle,Laptop/Desktop,Good,2025-08-07,0.98,0.074,False,,,School 016,South,Low-cost Private,Suburban,0.029,63.2,80.2,63.0,164.0,6876.2,41.928048780487806,519.0,0.4691158536585366,90.0,34.0,72.0,-38.0,6,100.0,1.0,0.7,109.14603174603174,5.766666666666667,0.0,0.282,Needs Re-engagement
STU00061,SCH075,10,Female,Middle,Shared phone,Moderate,2025-08-19,0.483,0.417,False,,,School 075,North,Public,Suburban,0.0382,60.1,70.8,32.0,58.0,1716.8,29.6,103.0,0.3177586206896551,90.0,13.0,31.0,-18.0,6,45.15,0.0,0.3555555555555555,53.65,1.1444444444444444,0.0,0.5591111111111111,Needs Re-engagement
STU00062,SCH034,7,Male,Low,Shared phone,Good,2025-08-20,0.772,0.257,False,,,School 034,South,Public,Suburban,0.0299,89.0,63.7,59.0,151.0,5973.7,39.56092715231788,451.0,0.4571920529801324,87.0,40.0,66.0,-26.0,6,99.4,1.0,0.6555555555555556,101.24915254237288,5.011111111111111,3.0,0.3044444444444444,Needs Re-engagement
STU00063,SCH004,12,Female,Low,Laptop/Desktop,Poor,2025-08-07,0.412,0.602,False,,,School 004,West,Low-cost Private,Urban,0.0323,52.9,30.8,28.0,51.0,1750.8,34.32941176470588,101.0,0.3465098039215686,89.0,22.0,19.0,3.0,6,60.1,0.5,0.3111111111111111,62.528571428571425,1.1222222222222222,1.0,0.4166666666666667,Needs Re-engagement
STU00064,SCH084,10,Male,Middle,Own phone,Poor,2025-08-16,0.462,0.399,True,57.0,2025-09-27,School 084,North,Public,Urban,0.0406,90.3,79.5,19.0,36.0,1051.2,29.200000000000003,67.0,0.2808611111111111,54.0,0.0,19.0,-19.0,4,33.5,0.0,0.2111111111111111,55.32631578947369,0.7444444444444445,36.0,0.7962222222222223,Needs Re-engagement
STU00065,SCH088,10,Male,High,Own phone,Good,2025-08-01,0.865,0.112,False,,,School 088,East,Public,Urban,0.0475,64.9,64.1,64.0,167.0,7039.2,42.15089820359281,559.0,0.4937664670658683,87.0,40.0,75.0,-35.0,6,97.45,1.0,0.7111111111111111,109.9875,6.211111111111111,3.0,0.2855555555555555,Needs Re-engagement
STU00066,SCH046,10,Male,Middle,Shared phone,Moderate,2025-08-11,0.586,0.338,True,52.0,2025-09-22,School 046,Central,Public,Rural,0.0242,79.4,71.7,18.0,35.0,1337.9,38.22571428571429,91.0,0.4212571428571428,41.0,0.0,28.0,-28.0,4,57.849999999999994,0.5,0.2,74.32777777777778,1.011111111111111,49.0,0.6517777777777777,Needs Re-engagement
STU00067,SCH052,12,Female,Low,Shared phone,Moderate,2025-08-14,0.356,0.636,True,64.0,2025-10-04,School 052,North,Low-cost Private,Rural,0.0355,25.2,52.1,17.0,35.0,823.6,23.531428571428577,68.0,0.3148,55.0,0.0,17.0,-17.0,4,46.125,0.0,0.1888888888888888,48.44705882352941,0.7555555555555555,35.0,0.7013333333333334,Needs Re-engagement
STU00068,SCH074,12,Male,Middle,Shared phone,Good,2025-08-19,0.658,0.305,True,32.0,2025-09-02,School 074,South,Low-cost Private,Suburban,0.0339,44.0,58.0,18.0,42.0,1480.7,35.25476190476191,107.0,0.3752857142857143,33.0,0.0,39.0,-39.0,3,80.13333333333333,1.0,0.2,82.26111111111112,1.1888888888888889,57.0,0.5913333333333333,Needs Re-engagement
STU00069,SCH019,9,Female,Low,Shared phone,Moderate,2025-08-18,0.619,0.358,False,,,School 019,Central,Public,Rural,0.0289,67.3,66.2,54.0,120.0,4031.9,33.59916666666667,345.0,0.4217833333333333,90.0,42.0,27.0,15.0,6,91.08333333333331,1.0,0.6,74.66481481481482,3.8333333333333335,0.0,0.136,Steady Participants
STU00070,SCH002,8,Male,Low,Laptop/Desktop,Moderate,2025-08-02,0.862,0.118,False,,,School 002,East,Private,Rural,0.0305,84.5,83.6,80.0,219.0,10662.0,48.68493150684932,872.0,0.5303470319634703,90.0,80.0,77.0,3.0,6,99.65,1.0,0.8888888888888888,133.275,9.688888888888888,0.0,0.0377777777777778,High Performers
STU00071,SCH076,8,Male,Middle,Own phone,Moderate,2025-08-09,0.744,0.146,True,49.0,2025-09-19,School 076,South,Public,Urban,0.0238,85.0,40.7,32.0,72.0,2941.0,40.84722222222222,208.0,0.4598333333333333,50.0,0.0,47.0,-47.0,4,75.6,1.0,0.3555555555555555,91.90625,2.311111111111111,40.0,0.4968888888888889,Needs Re-engagement
STU00072,SCH069,11,Male,Low,Laptop/Desktop,Poor,2025-08-02,0.777,0.27,False,,,School 069,North,Public,Urban,0.0329,86.3,71.7,58.0,147.0,5572.6,37.90884353741497,418.0,0.4406054421768708,90.0,44.0,60.0,-16.0,6,89.73333333333333,1.0,0.6444444444444445,96.0793103448276,4.644444444444445,0.0,0.4008888888888888,Needs Re-engagement
