student_id,school_id,assessment_name,assessment_date,score,max_score,passed
STU00020,SCH056,Midterm,2025-09-18,66.3,100,True
STU00020,SCH056,Unit 3,2025-10-06,73.4,100,True
STU00020,SCH056,Final,2025-10-26,64.9,100,True
STU00021,SCH089,Diagnostic,2025-08-04,79.2,100,True
STU00021,SCH089,Unit 1,2025-08-19,73.4,100,True
STU00021,SCH089,Unit 2,2025-09-02,86.9,100,True
STU00021,SCH089,Midterm,2025-09-18,66.4,100,True
STU00021,SCH089,Unit 3,2025-10-06,75.0,100,True
STU00021,SCH089,Final,2025-10-26,94.8,100,True
STU00022,SCH068,Diagnostic,2025-08-04,27.8,100,False
STU00022,SCH068,Unit 1,2025-08-19,16.8,100,False
STU00022,SCH068,Unit 2,2025-09-02,29.2,100,False
STU00023,SCH015,Diagnostic,2025-08-04,80.5,100,True
STU00023,SCH015,Unit 1,2025-08-19,93.8,100,True
STU00023,SCH015,Unit 2,2025-09-02,98.4,100,True
STU00023,SCH015,Midterm,2025-09-18,96.8,100,True
STU00023,SCH015,Unit 3,2025-10-06,100.0,100,True
STU00023,SCH015,Final,2025-10-26,100.0,100,True
STU00024,SCH069,Diagnostic,2025-08-04,87.0,100,True
STU00024,SCH069,Unit 1,2025-08-19,75.5,100,True
STU00024,SCH069,Unit 2,2025-09-02,91.6,100,True
STU00024,SCH069,Midterm,2025-09-18,93.9,100,True
STU00024,SCH069,Unit 3,2025-10-06,100.0,100,True
STU00025,SCH075,Diagnostic,2025-08-04,94.6,100,True
STU00025,SCH075,Unit 1,2025-08-19,100.0,100,True
STU00025,SCH075,Unit 2,2025-09-02,100.0,100,True
STU00025,SCH075,Midterm,2025-09-18,100.0,100,True
STU00025,SCH075,Unit 3,2025-10-06,99.8,100,True
STU00025,SCH075,Final,2025-10-26,100.0,100,True
STU00026,SCH083,Diagnostic,2025-08-04,44.9,100,False
STU00026,SCH083,Unit 1,2025-08-19,49.7,100,False
STU00026,SCH083,Unit 2,2025-09-02,38.0,100,False
STU00026,SCH083,Midterm,2025-09-18,59.8,100,False
STU00026,SCH083,Unit 3,2025-10-06,64.2,100,True
STU00026,SCH083,Final,2025-10-26,61.1,100,True
STU00027,SCH069,Diagnostic,2025-08-04,98.5,100,True
STU00027,SCH069,Unit 1,2025-08-19,76.6,100,True
STU00027,SCH069,Unit 2,2025-09-02,87.1,100,True
STU00027,SCH069,Midterm,2025-09-18,100.0,100,True
STU00027,SCH069,Unit 3,2025-10-06,100.0,100,True
STU00027,SCH069,Final,2025-10-26,100.0,100,True
STU00028,SCH002,Diagnostic,2025-08-04,90.4,100,True
STU00028,SCH002,Unit 1,2025-08-19,94.1,100,True
STU00028,SCH002,Unit 2,2025-09-02,91.1,100,True
STU00028,SCH002,Midterm,2025-09-18,100.0,100,True
STU00028,SCH002,Unit 3,2025-10-06,100.0,100,True
STU00028,SCH002,Final,2025-10-26,94.7,100,True
STU00029,SCH047,Diagnostic,2025-08-04,89.8,100,True
STU00029,SCH047,Unit 1,2025-08-19,92.0,100,True
STU00029,SCH047,Unit 2,2025-09-02,100.0,100,True
STU00029,SCH047,Midterm,2025-09-18,100.0,100,True
STU00029,SCH047,Unit 3,2025-10-06,100.0,100,True
STU00029,SCH047,Final,2025-10-26,100.0,100,True
STU00030,SCH071,Diagnostic,2025-08-04,68.8,100,True
STU00030,SCH071,Unit 1,2025-08-19,81.9,100,True
STU00030,SCH071,Unit 2,2025-09-02,67.6,100,True
STU00030,SCH071,Midterm,2025-09-18,70.2,100,True
STU00030,SCH071,Unit 3,2025-10-06,86.8,100,True
STU00030,SCH071,Final,2025-10-26,80.0,100,True
STU00031,SCH054,Diagnostic,2025-08-04,95.0,100,True
STU00031,SCH054,Unit 1,2025-08-19,100.0,100,True
STU00031,SCH054,Unit 2,2025-09-02,100.0,100,True
STU00031,SCH054,Midterm,2025-09-18,94.4,100,True
STU00031,SCH054,Unit 3,2025-10-06,100.0,100,True
STU00031,SCH054,Final,2025-10-26,100.0,100,True
STU00032,SCH074,Diagnostic,2025-08-04,3.2,100,False
STU00032,SCH074,Unit 1,2025-08-19,19.9,100,False
STU00032,SCH074,Unit 2,2025-09-02,22.0,100,False
STU00032,SCH074,Midterm,2025-09-18,9.6,100,False
STU00032,SCH074,Unit 3,2025-10-06,27.4,100,False
STU00032,SCH074,Final,2025-10-26,28.3,100,False
STU00033,SCH040,Diagnostic,2025-08-04,76.3,100,True
STU00033,SCH040,Unit 1,2025-08-19,69.9,100,True
STU00033,SCH040,Unit 2,2025-09-02,54.8,100,False
STU00033,SCH040,Midterm,2025-09-18,88.0,100,True
STU00033,SCH040,Unit 3,2025-10-06,85.5,100,True
STU00033,SCH040,Final,2025-10-26,83.8,100,True
STU00034,SCH007,Diagnostic,2025-08-04,95.4,100,True
STU00034,SCH007,Unit 1,2025-08-19,100.0,100,True
STU00034,SCH007,Unit 2,2025-09-02,100.0,100,True
STU00034,SCH007,Midterm,2025-09-18,100.0,100,True
STU00034,SCH007,Unit 3,2025-10-06,100.0,100,True
STU00034,SCH007,Final,2025-10-26,100.0,100,True
STU00035,SCH029,Diagnostic,2025-08-04,47.5,100,False
STU00035,SCH029,Unit 1,2025-08-19,40.4,100,False
STU00035,SCH029,Unit 2,2025-09-02,52.1,100,False
STU00035,SCH029,Midterm,2025-09-18,69.9,100,True
STU00035,SCH029,Unit 3,2025-10-06,84.6,100,True
STU00035,SCH029,Final,2025-10-26,84.1,100,True
STU00036,SCH026,Diagnostic,2025-08-04,35.8,100,False
STU00036,SCH026,Unit 1,2025-08-19,58.3,100,False
STU00036,SCH026,Unit 2,2025-09-02,51.4,100,False
STU00036,SCH026,Midterm,2025-09-18,55.1,100,False
STU00036,SCH026,Unit 3,2025-10-06,64.9,100,True
STU00037,SCH042,Diagnostic,2025-08-04,94.0,100,True
STU00037,SCH042,Unit 1,2025-08-19,90.2,100,True
STU00037,SCH042,Unit 2,2025-09-02,100.0,100,True
STU00037,SCH042,Midterm,2025-09-18,100.0,100,True
STU00037,SCH042,Unit 3,2025-10-06,100.0,100,True
STU00037,SCH042,Final,2025-10-26,100.0,100,True
STU00038,SCH021,Diagnostic,2025-08-04,75.7,100,True
STU00038,SCH021,Unit 1,2025-08-19,71.3,100,True
STU00038,SCH021,Unit 2,2025-09-02,75.2,100,True
STU00038,SCH021,Midterm,2025-09-18,68.9,100,True
STU00038,SCH021,Unit 3,2025-10-06,92.1,100,True
STU00038,SCH021,Final,2025-10-26,90.8,100,True
STU00039,SCH028,Diagnostic,2025-08-04,26.4,100,False
STU00039,SCH028,Unit 1,2025-08-19,40.0,100,False
STU00039,SCH028,Unit 2,2025-09-02,48.1,100,False
STU00040,SCH019,Diagnostic,2025-08-04,82.7,100,True
STU00040,SCH019,Unit 1,2025-08-19,76.3,100,True
STU00040,SCH019,Unit 2,2025-09-02,85.2,100,True
STU00040,SCH019,Midterm,2025-09-18,79.7,100,True
STU00040,SCH019,Unit 3,2025-10-06,96.4,100,True
STU00040,SCH019,Final,2025-10-26,100.0,100,True
STU00041,SCH019,Diagnostic,2025-08-04,70.7,100,True
STU00041,SCH019,Unit 1,2025-08-19,71.0,100,True
STU00041,SCH019,Unit 2,2025-09-02,81.9,100,True
STU00041,SCH019,Midterm,2025-09-18,64.0,100,True
STU00041,SCH019,Unit 3,2025-10-06,85.9,100,True
STU00041,SCH019,Final,2025-10-26,92.8,100,True
STU00042,SCH059,Diagnostic,2025-08-04,95.1,100,True
STU00042,SCH059,Unit 1,2025-08-19,100.0,100,True
STU00042,SCH059,Unit 2,2025-09-02,100.0,100,True
STU00042,SCH059,Midterm,2025-09-18,100.0,100,True
STU00042,SCH059,Unit 3,2025-10-06,100.0,100,True
STU00042,SCH059,Final,2025-10-26,100.0,100,True
STU00043,SCH031,Diagnostic,2025-08-04,100.0,100,True
STU00043,SCH031,Unit 1,2025-08-19,87.5,100,True
STU00043,SCH031,Unit 2,2025-09-02,98.6,100,True
STU00043,SCH031,Midterm,2025-09-18,100.0,100,True
STU00044,SCH070,Diagnostic,2025-08-04,60.7,100,True
STU00044,SCH070,Unit 1,2025-08-19,57.9,100,False
STU00044,SCH070,Unit 2,2025-09-02,79.9,100,True
STU00045,SCH004,Diagnostic,2025-08-04,70.3,100,True
STU00045,SCH004,Unit 1,2025-08-19,56.3,100,False
STU00045,SCH004,Unit 2,2025-09-02,75.4,100,True
STU00046,SCH089,Diagnostic,2025-08-04,61.1,100,True
STU00046,SCH089,Unit 1,2025-08-19,68.2,100,True
STU00046,SCH089,Unit 2,2025-09-02,49.1,100,False
STU00046,SCH089,Midterm,2025-09-18,58.6,100,False
STU00046,SCH089,Unit 3,2025-10-06,75.5,100,True
STU00046,SCH089,Final,2025-10-26,72.1,100,True
STU00047,SCH076,Diagnostic,2025-08-04,67.1,100,True
STU00047,SCH076,Unit 1,2025-08-19,57.8,100,False
STU00047,SCH076,Unit 2,2025-09-02,66.0,100,True
STU00047,SCH076,Midterm,2025-09-18,67.8,100,True
STU00047,SCH076,Unit 3,2025-10-06,80.8,100,True
STU00047,SCH076,Final,2025-10-26,83.8,100,True
STU00048,SCH010,Diagnostic,2025-08-04,89.2,100,True
STU00048,SCH010,Unit 1,2025-08-19,86.0,100,True
STU00048,SCH010,Unit 2,2025-09-02,96.7,100,True
STU00048,SCH010,Midterm,2025-09-18,100.0,100,True
STU00048,SCH010,Unit 3,2025-10-06,100.0,100,True
STU00048,SCH010,Final,2025-10-26,100.0,100,True
STU00049,SCH004,Diagnostic,2025-08-04,41.4,100,False
STU00049,SCH004,Unit 1,2025-08-19,43.0,100,False
STU00049,SCH004,Unit 2,2025-09-02,42.2,100,False
STU00049,SCH004,Midterm,2025-09-18,57.8,100,False
STU00050,SCH029,Diagnostic,2025-08-04,39.4,100,False
STU00050,SCH029,Unit 1,2025-08-19,61.1,100,True
STU00050,SCH029,Unit 2,2025-09-02,60.0,100,False
STU00050,SCH029,Midterm,2025-09-18,73.9,100,True
STU00050,SCH029,Unit 3,2025-10-06,58.3,100,False
STU00050,SCH029,Final,2025-10-26,67.1,100,True
STU00051,SCH079,Diagnostic,2025-08-04,91.6,100,True
STU00051,SCH079,Unit 1,2025-08-19,100.0,100,True
STU00051,SCH079,Unit 2,2025-09-02,100.0,100,True
STU00051,SCH079,Midterm,2025-09-18,100.0,100,True
STU00051,SCH079,Unit 3,2025-10-06,100.0,100,True
STU00051,SCH079,Final,2025-10-26,100.0,100,True
STU00052,SCH004,Diagnostic,2025-08-04,78.6,100,True
STU00052,SCH004,Unit 1,2025-08-19,98.0,100,True
STU00052,SCH004,Unit 2,2025-09-02,93.3,100,True
STU00053,SCH039,Diagnostic,2025-08-04,72.8,100,True
STU00053,SCH039,Unit 1,2025-08-19,80.8,100,True
STU00053,SCH039,Unit 2,2025-09-02,98.6,100,True
STU00053,SCH039,Midterm,2025-09-18,100.0,100,True
STU00053,SCH039,Unit 3,2025-10-06,100.0,100,True
STU00053,SCH039,Final,2025-10-26,100.0,100,True
STU00054,SCH035,Diagnostic,2025-08-04,100.0,100,True
STU00054,SCH035,Unit 1,2025-08-19,100.0,100,True
STU00054,SCH035,Unit 2,2025-09-02,100.0,100,True
STU00054,SCH035,Midterm,2025-09-18,100.0,100,True
STU00054,SCH035,Unit 3,2025-10-06,100.0,100,True
STU00054,SCH035,Final,2025-10-26,100.0,100,True
STU00055,SCH092,Diagnostic,2025-08-04,78.8,100,True
STU00055,SCH092,Unit 1,2025-08-19,67.9,100,True
STU00055,SCH092,Unit 2,2025-09-02,71.3,100,True
STU00055,SCH092,Midterm,2025-09-18,83.2,100,True
STU00055,SCH092,Unit 3,2025-10-06,96.8,100,True
STU00055,SCH092,Final,2025-10-26,100.0,100,True
STU00056,SCH051,Diagnostic,2025-08-04,55.9,100,False
STU00056,SCH051,Unit 1,2025-08-19,39.1,100,False
STU00056,SCH051,Unit 2,2025-09-02,63.3,100,True
STU00057,SCH040,Diagnostic,2025-08-04,86.3,100,True
STU00057,SCH040,Unit 1,2025-08-19,93.7,100,True
STU00057,SCH040,Unit 2,2025-09-02,97.5,100,True
STU00057,SCH040,Midterm,2025-09-18,100.0,100,True
STU00057,SCH040,Unit 3,2025-10-06,100.0,100,True
STU00057,SCH040,Final,2025-10-26,100.0,100,True
STU00058,SCH002,Diagnostic,2025-08-04,100.0,100,True
STU00058,SCH002,Unit 1,2025-08-19,100.0,100,True
STU00059,SCH096,Diagnostic,2025-08-04,82.7,100,True
STU00059,SCH096,Unit 1,2025-08-19,78.9,100,True
STU00059,SCH096,Unit 2,2025-09-02,100.0,100,True
STU00059,SCH096,Midterm,2025-09-18,93.9,100,True
STU00059,SCH096,Unit 3,2025-10-06,100.0,100,True
STU00059,SCH096,Final,2025-10-26,100.0,100,True
STU00060,SCH016,Diagnostic,2025-08-04,100.0,100,True
STU00060,SCH016,Unit 1,2025-08-19,100.0,100,True
STU00060,SCH016,Unit 2,2025-09-02,100.0,100,True
STU00060,SCH016,Midterm,2025-09-18,100.0,100,True
STU00060,SCH016,Unit 3,2025-10-06,100.0,100,True
STU00060,SCH016,Final,2025-10-26,100.0,100,True
STU00061,SCH075,Diagnostic,2025-08-04,41.6,100,False
STU00061,SCH075,Unit 1,2025-08-19,49.0,100,False
STU00061,SCH075,Unit 2,2025-09-02,44.4,100,False
STU00061,SCH075,Midterm,2025-09-18,23.3,100,False
STU00061,SCH075,Unit 3,2025-10-06,59.3,100,False
STU00061,SCH075,Final,2025-10-26,53.3,100,False
STU00062,SCH034,Diagnostic,2025-08-04,100.0,100,True
STU00062,SCH034,Unit 1,2025-08-19,100.0,100,True
STU00062,SCH034,Unit 2,2025-09-02,100.0,100,True
STU00062,SCH034,Midterm,2025-09-18,96.4,100,True
STU00062,SCH034,Unit 3,2025-10-06,100.0,100,True
STU00062,SCH034,Final,2025-10-26,100.0,100,True
STU00063,SCH004,Diagnostic,2025-08-04,53.7,100,False
STU00063,SCH004,Unit 1,2025-08-19,62.3,100,True
STU00063,SCH004,Unit 2,2025-09-02,47.0,100,False
STU00063,SCH004,Midterm,2025-09-18,53.2,100,False
STU00063,SCH004,Unit 3,2025-10-06,71.7,100,True
STU00063,SCH004,Final,2025-10-26,72.7,100,True
STU00064,SCH084,Diagnostic,2025-08-04,39.1,100,False
STU00064,SCH084,Unit 1,2025-08-19,33.8,100,False
STU00064,SCH084,Unit 2,2025-09-02,25.0,100,False
STU00064,SCH084,Midterm,2025-09-18,36.1,100,False
STU00065,SCH088,Diagnostic,2025-08-04,100.0,100,True
STU00065,SCH088,Unit 1,2025-08-19,99.1,100,True
STU00065,SCH088,Unit 2,2025-09-02,94.4,100,True
STU00065,SCH088,Midterm,2025-09-18,92.7,100,True
STU00065,SCH088,Unit 3,2025-10-06,98.5,100,True
STU00065,SCH088,Final,2025-10-26,100.0,100,True
STU00066,SCH046,Diagnostic,2025-08-04,41.6,100,False
STU00066,SCH046,Unit 1,2025-08-19,74.3,100,True
STU00066,SCH046,Unit 2,2025-09-02,53.2,100,False
STU00066,SCH046,Midterm,2025-09-18,62.3,100,True
STU00067,SCH052,Diagnostic,2025-08-04,47.5,100,False
STU00067,SCH052,Unit 1,2025-08-19,43.2,100,False
STU00067,SCH052,Unit 2,2025-09-02,35.0,100,False
STU00067,SCH052,Midterm,2025-09-18,58.8,100,False
STU00068,SCH074,Diagnostic,2025-08-04,86.6,100,True
STU00068,SCH074,Unit 1,2025-08-19,75.3,100,True
STU00068,SCH074,Unit 2,2025-09-02,78.5,100,True
STU00069,SCH019,Diagnostic,2025-08-04,86.1,100,True
STU00069,SCH019,Unit 1,2025-08-19,96.6,100,True
STU00069,SCH019,Unit 2,2025-09-02,81.3,100,True
STU00069,SCH019,Midterm,2025-09-18,100.0,100,True
STU00069,SCH019,Unit 3,2025-10-06,100.0,100,True
STU00069,SCH019,Final,2025-10-26,82.5,100,True
STU00070,SCH002,Diagnostic,2025-08-04,100.0,100,True
STU00070,SCH002,Unit 1,2025-08-19,100.0,100,True
STU00070,SCH002,Unit 2,2025-09-02,100.0,100,True
STU00070,SCH002,Midterm,2025-09-18,97.9,100,True
STU00070,SCH002,Unit 3,2025-10-06,100.0,100,True
STU00070,SCH002,Final,2025-10-26,100.0,100,True
STU00071,SCH076,Diagnostic,2025-08-04,71.2,100,True
STU00071,SCH076,Unit 1,2025-08-19,71.7,100,True
STU00071,SCH076,Unit 2,2025-09-02,79.3,100,True
STU00071,SCH076,Midterm,2025-09-18,80.2,100,True
STU00072,SCH069,Diagnostic,2025-08-04,88.0,100,True
STU00072,SCH069,Unit 1,2025-08-19,88.3,100,True
STU00072,SCH069,Unit 2,2025-09-02,90.7,100,True
STU00072,SCH069,Midterm,2025-09-18,87.2,100,True
STU00072,SCH069,Unit 3,2025-10-06,89.3,100,True
STU00072,SCH069,Final,2025-10-26,94.9,100,True
STU00073,SCH060,Diagnostic,2025-08-04,77.2,100,True
STU00073,SCH060,Unit 1,2025-08-19,78.6,100,True
STU00073,SCH060,Unit 2,2025-09-02,78.6,100,True
STU00073,SCH060,Midterm,2025-09-18,100.0,100,True
STU00073,SCH060,Unit 3,2025-10-06,76.6,100,True
STU00073,SCH060,Final,2025-10-26,95.7,100,True
STU00074,SCH044,Diagnostic,2025-08-04,42.2,100,False
STU00074,SCH044,Unit 1,2025-08-19,36.0,100,False
STU00074,SCH044,Unit 2,2025-09-02,54.6,100,False
STU00074,SCH044,Midterm,2025-09-18,69.2,100,True
STU00074,SCH044,Unit 3,2025-10-06,56.9,100,False
STU00074,SCH044,Final,2025-10-26,84.1,100,True
STU00075,SCH057,Diagnostic,2025-08-04,92.5,100,True
STU00075,SCH057,Unit 1,2025-08-19,100.0,100,True
STU00075,SCH057,Unit 2,2025-09-02,93.5,100,True
STU00075,SCH057,Midterm,2025-09-18,100.0,100,True
STU00075,SCH057,Unit 3,2025-10-06,100.0,100,True
STU00075,SCH057,Final,2025-10-26,100.0,100,True
STU00076,SCH070,Diagnostic,2025-08-04,66.5,100,True
STU00076,SCH070,Unit 1,2025-08-19,70.1,100,True
STU00076,SCH070,Unit 2,2025-09-02,66.7,100,True
STU00076,SCH070,Midterm,2025-09-18,74.9,100,True
STU00076,SCH070,Unit 3,2025-10-06,80.0,100,True
STU00076,SCH070,Final,2025-10-26,79.3,100,True
STU00077,SCH082,Diagnostic,2025-08-04,61.2,100,True
STU00077,SCH082,Unit 1,2025-08-19,51.8,100,False
STU00077,SCH082,Unit 2,2025-09-02,75.8,100,True
STU00077,SCH082,Midterm,2025-09-18,66.3,100,True
STU00077,SCH082,Unit 3,2025-10-06,77.2,100,True
STU00077,SCH082,Final,2025-10-26,82.4,100,True
STU00078,SCH041,Diagnostic,2025-08-04,99.4,100,True
STU00078,SCH041,Unit 1,2025-08-19,100.0,100,True
STU00078,SCH041,Unit 2,2025-09-02,100.0,100,True
STU00078,SCH041,Midterm,2025-09-18,100.0,100,True
STU00078,SCH041,Unit 3,2025-10-06,100.0,100,True
STU00078,SCH041,Final,2025-10-26,100.0,100,True
STU00079,SCH053,Diagnostic,2025-08-04,84.0,100,True
STU00079,SCH053,Unit 1,2025-08-19,100.0,100,True
STU00079,SCH053,Unit 2,2025-09-02,100.0,100,True
STU00079,SCH053,Midterm,2025-09-18,100.0,100,True
STU00079,SCH053,Unit 3,2025-10-06,100.0,100,True
STU00079,SCH053,Final,2025-10-26,100.0,100,True
STU00080,SCH096,Diagnostic,2025-08-04,68.8,100,True
STU00080,SCH096,Unit 1,2025-08-19,79.9,100,True
STU00080,SCH096,Unit 2,2025-09-02,100.0,100,True
STU00081,SCH035,Diagnostic,2025-08-04,50.3,100,False
STU00081,SCH035,Unit 1,2025-08-19,42.3,100,False
STU00081,SCH035,Unit 2,2025-09-02,63.4,100,True
STU00081,SCH035,Midterm,2025-09-18,68.6,100,True
STU00081,SCH035,Unit 3,2025-10-06,58.7,100,False
STU00081,SCH035,Final,2025-10-26,81.6,100,True
STU00082,SCH057,Diagnostic,2025-08-04,67.2,100,True
STU00082,SCH057,Unit 1,2025-08-19,93.9,100,True
STU00082,SCH057,Unit 2,2025-09-02,96.5,100,True
STU00082,SCH057,Midterm,2025-09-18,87.2,100,True
STU00082,SCH057,Unit 3,2025-10-06,100.0,100,True
STU00082,SCH057,Final,2025-10-26,100.0,100,True
STU00083,SCH074,Diagnostic,2025-08-04,97.0,100,True
STU00083,SCH074,Unit 1,2025-08-19,100.0,100,True
STU00083,SCH074,Unit 2,2025-09-02,100.0,100,True
STU00083,SCH074,Midterm,2025-09-18,100.0,100,True
STU00083,SCH074,Unit 3,2025-10-06,100.0,100,True
STU00083,SCH074,Final,2025-10-26,100.0,100,True
STU00084,SCH018,Diagnostic,2025-08-04,46.9,100,False
STU00084,SCH018,Unit 1,2025-08-19,72.4,100,True
STU00084,SCH018,Unit 2,2025-09-02,65.0,100,True
STU00084,SCH018,Midterm,2025-09-18,84.5,100,True
STU00084,SCH018,Unit 3,2025-10-06,78.6,100,True
STU00084,SCH018,Final,2025-10-26,77.6,100,True
STU00085,SCH078,Diagnostic,2025-08-04,56.1,100,False
STU00085,SCH078,Unit 1,2025-08-19,64.9,100,True
STU00085,SCH078,Unit 2,2025-09-02,73.9,100,True
